DateTime,Place_EN,Place_AR,Confirmed,Deaths,Recovered,Active,Governorate_EN,Governorate_AR,Region_EN,Region_AR
2020-05-22 09:00:00,Khamis Mushayt,خميس مشيط,3,0,15,-12,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-05-22 09:00:00,Khulays,خليص,15,0,0,15,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-05-22 09:00:00,Laylá,ليلى,1,0,1,0,Al Aflaj,الافلاج,Ar Riyad,الرياض
2020-05-22 09:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,466,9,312,145,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-05-22 09:00:00,Mahayil,محايل,1,0,7,-6,Muhayil,محايل,Aseer,عسير
2020-05-22 09:00:00,Marat,مرات,0,0,1,-1,Marat,مرات,Ar Riyad,الرياض
2020-05-22 09:00:00,Mihd  adh Dhahab,مهد الذهب,0,0,1,-1,Al Mahd,المهد,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-22 09:00:00,Ras Tannurah,راس تنورة,2,0,7,-5,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-05-22 09:00:00,Sabt al ʻAlayah,سبت العلاية,2,0,0,2,Balqarn,بالقرن,Aseer,عسير
2020-05-22 09:00:00,Sabya,صبيا,0,0,1,-1,Sabya,صبياء,Jazan,جازان
2020-05-22 09:00:00,Safwá,صفوى,1,0,8,-7,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-05-22 09:00:00,Salwá,سلوى,2,0,0,2,Al Udayd,العديد,Eastern Region,المنطقة الشرقية
2020-05-22 09:00:00,Samtah,صامطة,1,0,0,1,Samtah,صامطة,Jazan,جازان
2020-05-22 09:00:00,Sharurah,شرورة,1,0,4,-3,Sharurah,شروره,Najran,نجران
2020-05-22 09:00:00,TABUK,تبوك,9,0,41,-32,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-05-22 09:00:00,Thadiq,ثادق,0,0,6,-6,Thadiq,ثادق,Ar Riyad,الرياض
2020-05-22 09:00:00,Thurayban,ثريبان,0,0,2,-2,Al Ardiyat,العرضيات,Makkah Al Mukarramah,مكة المكرمة
2020-05-22 09:00:00,Umlujj,أملج,0,0,13,-13,Umluj,املج,Tabuk,تبوك
2020-05-22 09:00:00,Umm Ad Dawm,أم الدوم,1,0,0,1,Al Muwayh,المويه,Makkah Al Mukarramah,مكة المكرمة
2020-05-22 09:00:00,Wadi Ad Dawasir,وادي الدواسر,4,0,1,3,Wadi Ad Dawasir,وادى الدواسر,Ar Riyad,الرياض
2020-05-22 09:00:00,Yanbuʻ,ينبع,20,0,19,1,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-22 09:00:00,ʻUnayzah,عنيزة,1,0,11,-10,Unayzah,عنيزه,Al Qaseem,القصيم
2020-05-22 09:00:00,ʻUqlat as Suqur,عقلة الصقور,1,0,0,1,Uqlat As Suqur,عقلة الصقور,Al Qaseem,القصيم
2020-05-23 09:00:00,ABHA,أبها,1,0,1,0,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-05-23 09:00:00,AD͟h D͟hahran,الظهران,7,0,27,-20,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,AL BAHAH,الباحة,1,0,1,0,Al Bahah,الباحة (مقرالامارة),Al Bahah,الباحة
2020-05-23 09:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,69,0,278,-209,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-05-23 09:00:00,AR RIYAD,الرياض,742,1,716,25,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-05-23 09:00:00,Ad Dammam,الدمام,136,0,262,-126,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Ad Dilam,الدلم,0,0,1,-1,Ad Dilam,الدلم,Ar Riyad,الرياض
2020-05-23 09:00:00,Ad Dirʻiyyah,الدرعية,0,0,52,-52,Ad Diriyah,الدرعيه,Ar Riyad,الرياض
2020-05-23 09:00:00,Al Bukayriyyah,البكيرية,2,0,0,2,Al Bukayriyah,البكيريه,Al Qaseem,القصيم
2020-05-23 09:00:00,Al Gouz,القوز,1,0,3,-2,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Al Hadithah Border Station,مركز حدود الحديثة,0,0,5,-5,Al Qurayyat,القريات,Al Jawf,الجوف
2020-05-23 09:00:00,Al Hinakiyyah,الحناكية,1,0,0,1,Al Hinakiyah,الحناكيه,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-23 09:00:00,Al Hufuf,الهفوف,18,0,127,-109,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Al Jafr,الجفر,0,0,3,-3,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Al Jubayl,الجبيل,82,0,68,14,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Al Khafji,الخفجي,0,0,2,-2,Al Khafji,الخفجي,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Al Kharj,الخرج,6,0,4,2,Al Kharj,الخرج,Ar Riyad,الرياض
2020-05-23 09:00:00,Al Khubar,الخبر,120,0,96,24,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Al Khurmah,الخرمة,0,0,1,-1,Al Khurmah,الخرمة,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Al Majardah,المجاردة,0,0,2,-2,Al Majardah,المجارده,Aseer,عسير
2020-05-23 09:00:00,Al Majmaʻah,المجمعة,1,0,3,-2,Al Majmaah,المجمعه,Ar Riyad,الرياض
2020-05-23 09:00:00,Al Midhnab,المذنب,0,0,1,-1,Al Midhnab,المذنب,Al Qaseem,القصيم
2020-05-23 09:00:00,Al Mud͟haylif,المظيلف,0,0,1,-1,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Al Qari',القريع,1,0,0,1,Maysan,ميسان,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Al Qatif,القطيف,22,0,19,3,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Al Qunfudhah,القنفذة,0,0,11,-11,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Al Qurayyat,القريات,0,0,1,-1,Al Qurayyat,القريات,Al Jawf,الجوف
2020-05-23 09:00:00,Al Sehen,السحن,2,0,0,2,Maysan,ميسان,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Al ʻAqiq,العقيق,1,0,0,1,Al Aqiq,العقيق,Al Bahah,الباحة
2020-05-23 09:00:00,Al ʻIs,العيص,0,0,1,-1,Al Is,العيص,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-23 09:00:00,Ar Rass,الرس,1,0,0,1,Ar Rass,الرس,Al Qaseem,القصيم
2020-05-23 09:00:00,At Taʼif,الطائف,25,0,51,-26,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,BURAYDAH,بريدة,12,0,1,11,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-05-23 09:00:00,Baysh,بيش,6,0,14,-8,Baysh,بيش,Jazan,جازان
2020-05-23 09:00:00,Bishah,بيشة,0,0,3,-3,Bishah,بيشه,Aseer,عسير
2020-05-23 09:00:00,Buqayq,بقيق,0,0,4,-4,Buqayq,بقيق,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Dawmat al Jandal,دومة الجندل,0,0,3,-3,Dawamat Al Jandal,دومة الجندل,Al Jawf,الجوف
2020-05-23 09:00:00,HAʼIL,حائل,12,0,17,-5,Hail,حائل(مقر الامارة),Hail,حائل
2020-05-23 09:00:00,Hadda,حدة,0,0,1,-1, Bahrah,بحرة,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Hafar al Batin,حفر الباطن,0,0,6,-6,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Haql,حقل,1,0,0,1,Haqil,حقل,Tabuk,تبوك
2020-05-23 09:00:00,Hawtat Bani Tamim,حوطة بني تميم,0,0,1,-1,Hawtat Bani Tamim,حوطه بنى تميم,Ar Riyad,الرياض
2020-05-23 09:00:00,Hazm al Jalamid,حزم الجلاميد,0,0,1,-1,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-05-23 09:00:00,Jeddah,جدة,474,0,189,285,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Judayyidat ʻarʻar,جديدة عرعر,0,0,1,-1,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-05-23 09:00:00,Khamis Mushayt,خميس مشيط,1,0,5,-4,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-05-23 09:00:00,Khulays,خليص,19,0,1,18,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Laylá,ليلى,0,0,1,-1,Al Aflaj,الافلاج,Ar Riyad,الرياض
2020-05-23 09:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,611,10,259,342,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Mahayil,محايل,3,0,7,-4,Muhayil,محايل,Aseer,عسير
2020-05-23 09:00:00,Mawqaq,موقق,1,0,0,1,Mawqaq,موقق,Hail,حائل
2020-05-23 09:00:00,Numarah,نمرة,0,0,2,-2,Al Ardiyat,العرضيات,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Qaryat Al 'ulya,قرية العليا,0,0,2,-2,Qaryah Al Ulya,قريه العليا,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Rabigh,رابغ,2,0,1,1,Rabigh,رابغ,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Ras Tannurah,راس تنورة,2,0,2,0,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Rumah,رماح,2,0,0,2,Rumah,رماح,Ar Riyad,الرياض
2020-05-23 09:00:00,SIKAKA,سكاكا,0,0,1,-1,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-05-23 09:00:00,Sabya,صبيا,2,0,0,2,Sabya,صبياء,Jazan,جازان
2020-05-23 09:00:00,Safwá,صفوى,0,0,7,-7,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Salwá,سلوى,0,0,4,-4,Al Udayd,العديد,Eastern Region,المنطقة الشرقية
2020-05-23 09:00:00,Sharurah,شرورة,4,0,0,4,Sharurah,شروره,Najran,نجران
2020-05-23 09:00:00,TABUK,تبوك,3,0,0,3,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-05-23 09:00:00,Thadiq,ثادق,0,0,1,-1,Thadiq,ثادق,Ar Riyad,الرياض
2020-05-23 09:00:00,Thurayban,ثريبان,4,0,4,0,Al Ardiyat,العرضيات,Makkah Al Mukarramah,مكة المكرمة
2020-05-23 09:00:00,Wadi Ad Dawasir,وادي الدواسر,0,0,2,-2,Wadi Ad Dawasir,وادى الدواسر,Ar Riyad,الرياض
2020-05-23 09:00:00,Yanbuʻ,ينبع,1,0,6,-5,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-23 09:00:00,ʻUnayzah,عنيزة,0,0,1,-1,Unayzah,عنيزه,Al Qaseem,القصيم
2020-05-24 09:00:00,ABHA,أبها,1,0,1,0,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-05-24 09:00:00,AD͟h D͟hahran,الظهران,15,0,5,10,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,184,0,279,-95,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-05-24 09:00:00,AR RIYAD,الرياض,765,0,453,312,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-05-24 09:00:00,Abu ʻArish,أبو عريش,1,0,0,1,Abu Arish,ابو عريش,Jazan,جازان
2020-05-24 09:00:00,Ad Dammam,الدمام,113,0,275,-162,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Ad Dilam,الدلم,0,0,1,-1,Ad Dilam,الدلم,Ar Riyad,الرياض
2020-05-24 09:00:00,Ad Dirʻiyyah,الدرعية,0,0,51,-51,Ad Diriyah,الدرعيه,Ar Riyad,الرياض
2020-05-24 09:00:00,Ad Duwadimi,الدوادمي,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-05-24 09:00:00,Ahad Rifaydah,أحد رفيدة,0,0,3,-3,Ahad Rufaydah,احد رفيده,Aseer,عسير
2020-05-24 09:00:00,Al Bashayer,البشائر,1,0,0,1,Balqarn,بالقرن,Aseer,عسير
2020-05-24 09:00:00,Al Farshah,الفرشة,1,0,0,1,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-05-24 09:00:00,Al Gouz,القوز,2,0,0,2,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Al Hadithah Border Station,مركز حدود الحديثة,0,0,1,-1,Al Qurayyat,القريات,Al Jawf,الجوف
2020-05-24 09:00:00,Al Hariq,الحريق,7,0,0,7,Al Hariq,الحريق,Ar Riyad,الرياض
2020-05-24 09:00:00,Al Hufuf,الهفوف,55,0,2,53,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Jafr,الجفر,2,0,0,2,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Jubayl,الجبيل,74,0,17,57,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Kamil,الكامل,1,0,0,1,Al Kamil,الكامل,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Al Khafji,الخفجي,2,0,0,2,Al Khafji,الخفجي,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Kharj,الخرج,2,0,8,-6,Al Kharj,الخرج,Ar Riyad,الرياض
2020-05-24 09:00:00,Al Khubar,الخبر,58,0,109,-51,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Majardah,المجاردة,0,0,1,-1,Al Majardah,المجارده,Aseer,عسير
2020-05-24 09:00:00,Al Majmaʻah,المجمعة,2,0,3,-1,Al Majmaah,المجمعه,Ar Riyad,الرياض
2020-05-24 09:00:00,Al Mubarraz,المبرز,9,0,0,9,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Mud͟haylif,المظيلف,0,0,2,-2,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Al Muzahimiyyah,المزاحمية,8,0,1,7,Al Muzahimiyah,المزاحميه,Ar Riyad,الرياض
2020-05-24 09:00:00,Al Qara,القرى,0,0,2,-2,Al Qara,القرى,Al Bahah,الباحة
2020-05-24 09:00:00,Al Qatif,القطيف,24,0,4,20,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Al Wajh,الوجه,0,0,1,-1,Al Wajh,الوجه,Tabuk,تبوك
2020-05-24 09:00:00,Al ʻUla,العلا,1,0,0,1,Al Ula,العلا,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-24 09:00:00,An Namas,النماص,1,0,0,1,An Namas,النماص,Aseer,عسير
2020-05-24 09:00:00,An Nuʻayriyyah,النعيرية,1,0,0,1,Al Nuayriyah,النعيريه,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Ar Rass,الرس,6,0,2,4,Ar Rass,الرس,Al Qaseem,القصيم
2020-05-24 09:00:00,Ar Rayn,الرين,1,0,1,0,Ar Rayn,الرين,Ar Riyad,الرياض
2020-05-24 09:00:00,As Sulayyil,السليل,1,0,2,-1,As Sulayyil,السليل,Ar Riyad,الرياض
2020-05-24 09:00:00,At Taʼif,الطائف,10,0,68,-58,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Az Zulfi,الزلفي,1,0,0,1,Az Zulfi,الزلفى,Ar Riyad,الرياض
2020-05-24 09:00:00,BURAYDAH,بريدة,24,0,3,21,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-05-24 09:00:00,Baysh,بيش,5,1,26,-22,Baysh,بيش,Jazan,جازان
2020-05-24 09:00:00,Bishah,بيشة,1,0,10,-9,Bishah,بيشه,Aseer,عسير
2020-05-24 09:00:00,Duba,ضبا,1,0,1,0,Duba,ضباء,Tabuk,تبوك
2020-05-24 09:00:00,Duruma,ضرما,1,0,0,1,Duruma,ضرما,Ar Riyad,الرياض
2020-05-24 09:00:00,HAʼIL,حائل,20,0,8,12,Hail,حائل(مقر الامارة),Hail,حائل
2020-05-24 09:00:00,Hafar al Batin,حفر الباطن,2,0,0,2,Hafar Al Batin,حفر الباطن,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,Hawtat Bani Tamim,حوطة بني تميم,2,0,0,2,Hawtat Bani Tamim,حوطه بنى تميم,Ar Riyad,الرياض
2020-05-24 09:00:00,Hawtat Sudayr,حوطة سدير,2,0,0,2,Al Majmaah,المجمعه,Ar Riyad,الرياض
2020-05-24 09:00:00,Huraymilaʼ,حريملاء,2,0,0,2,Huraymila,حريملاء,Ar Riyad,الرياض
2020-05-24 09:00:00,Jeddah,جدة,350,0,402,-52,Jiddah,جدة,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Judayyidat ʻarʻar,جديدة عرعر,0,0,2,-2,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-05-24 09:00:00,Khamis Mushayt,خميس مشيط,7,0,8,-1,Khamis Mushayt,خميس  مشيط,Aseer,عسير
2020-05-24 09:00:00,Khulays,خليص,2,0,0,2,Khulays,خليص,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Laylá,ليلى,0,0,1,-1,Al Aflaj,الافلاج,Ar Riyad,الرياض
2020-05-24 09:00:00,MAKKAH al MUKARRAMAH,مكة المكرمة,416,8,289,119,Makkah Al Mukarramah,مكة المكرمة (مقر الإمارة),Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Mahayil,محايل,1,0,1,0,Muhayil,محايل,Aseer,عسير
2020-05-24 09:00:00,Mihd  adh Dhahab,مهد الذهب,0,0,7,-7,Al Mahd,المهد,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-24 09:00:00,Mulayjah,مليجة,1,0,0,1,Al Nuayriyah,النعيريه,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,NAJRAN,نجران,4,0,1,3,Najran,نجران (مقر الامارة),Najran,نجران
2020-05-24 09:00:00,Numarah,نمرة,0,0,8,-8,Al Ardiyat,العرضيات,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Qiya,قيا,0,0,1,-1,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Rabigh,رابغ,1,0,0,1,Rabigh,رابغ,Makkah Al Mukarramah,مكة المكرمة
2020-05-24 09:00:00,Rafha,رفحا,0,0,1,-1,Rafha,رفحاء,Northern Borders,الحدود الشماليه
2020-05-24 09:00:00,Ras Tannurah,راس تنورة,4,0,2,2,Ras Tannurah,رأس تنوره,Eastern Region,المنطقة الشرقية
2020-05-24 09:00:00,SIKAKA,سكاكا,0,0,3,-3,Sakaka,سكاكا (مقر الامارة),Al Jawf,الجوف
2020-05-24 09:00:00,Sabya,صبيا,0,0,2,-2,Sabya,صبياء,Jazan,جازان
2020-05-24 09:00:00,Sajir,ساجر,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-05-24 09:00:00,Sharurah,شرورة,5,0,3,2,Sharurah,شروره,Najran,نجران
2020-05-24 09:00:00,TABUK,تبوك,12,0,52,-40,Tabuk,تبوك (مقرالامارة),Tabuk,تبوك
2020-05-24 09:00:00,Tathlith,تثليث,0,0,3,-3,Tathlith,تثليث,Aseer,عسير
2020-05-24 09:00:00,Thadiq,ثادق,1,0,0,1,Thadiq,ثادق,Ar Riyad,الرياض
2020-05-24 09:00:00,Thar,ثار,6,0,0,6,Thar,ثار,Najran,نجران
2020-05-24 09:00:00,Umlujj,أملج,3,0,11,-8,Umluj,املج,Tabuk,تبوك
2020-05-24 09:00:00,Wadi Ad Dawasir,وادي الدواسر,5,0,0,5,Wadi Ad Dawasir,وادى الدواسر,Ar Riyad,الرياض
2020-05-24 09:00:00,Wadi Al Fara,وادي الفرع,0,0,4,-4,Wadi Al Fara,وادي الفرع,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-24 09:00:00,Wuthaylan,وثيلان,0,0,1,-1,Al Quwayiyah,القويعيه,Ar Riyad,الرياض
2020-05-24 09:00:00,Yanbuʻ,ينبع,2,0,6,-4,Yanbu,ينبع,Al Madinah Al Munawwarah,المدينة المنورة
2020-05-24 09:00:00,ʻARʻAR,عرعر,4,0,0,4,Arar,عرعر (مقر الامارة),Northern Borders,الحدود الشماليه
2020-05-25 09:00:00,ABHA,أبها,2,0,0,2,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-05-25 09:00:00,AD͟h D͟hahran,الظهران,10,0,35,-25,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,AL MADINAH al MUNAWWARAH,المدينة المنورة,12,1,349,-338,Al Madinah Al Munawwarah,المدينة المنورة (مقر الامارة),Al Madinah Al Munawwarah,المدينة المنورة
2020-05-25 09:00:00,AR RIYAD,الرياض,789,0,694,95,Ar Riyad,الرياض (مقر الامارة),Ar Riyad,الرياض
2020-05-25 09:00:00,Ad Dammam,الدمام,143,1,221,-79,Dammam,الدمام,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Ad Dilam,الدلم,0,0,1,-1,Ad Dilam,الدلم,Ar Riyad,الرياض
2020-05-25 09:00:00,Ad Dirʻiyyah,الدرعية,0,0,49,-49,Ad Diriyah,الدرعيه,Ar Riyad,الرياض
2020-05-25 09:00:00,Ad Duwadimi,الدوادمي,1,0,0,1,Ad Duwadimi,الدوادمى,Ar Riyad,الرياض
2020-05-25 09:00:00,Adam,أضم,1,0,0,1,Adam,أضم,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Ahad Rifaydah,أحد رفيدة,1,0,0,1,Ahad Rufaydah,احد رفيده,Aseer,عسير
2020-05-25 09:00:00,Ahad al Musarihah,أحد المسارحة,1,0,0,1,Ahad Al Masarihah,احد المسارحه,Jazan,جازان
2020-05-25 09:00:00,Al Badaʼiʻ,البدائع,1,0,0,1,Al Badai,البدائع,Al Qaseem,القصيم
2020-05-25 09:00:00,Al Bukayriyyah,البكيرية,1,0,0,1,Al Bukayriyah,البكيريه,Al Qaseem,القصيم
2020-05-25 09:00:00,Al GhAzalah,الغزاله,1,0,0,1,Al Ghazalah,الغزاله,Hail,حائل
2020-05-25 09:00:00,Al Gouz,القوز,0,0,5,-5,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al Hada,الهدا,3,0,0,3,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al Hadithah Border Station,مركز حدود الحديثة,7,0,0,7,Al Qurayyat,القريات,Al Jawf,الجوف
2020-05-25 09:00:00,Al Hufuf,الهفوف,166,0,60,106,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Al Jafr,الجفر,6,0,2,4,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Al Jubayl,الجبيل,37,0,60,-23,Al Jubayl,الجبيل,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Al Kharj,الخرج,9,0,4,5,Al Kharj,الخرج,Ar Riyad,الرياض
2020-05-25 09:00:00,Al Khubar,الخبر,26,0,30,-4,Al Khubar,الخبر,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Al Lith,الليث,1,0,0,1,Al Lith,الليث,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al Mahani,المحاني,1,0,0,1,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al Majmaʻah,المجمعة,3,0,4,-1,Al Majmaah,المجمعه,Ar Riyad,الرياض
2020-05-25 09:00:00,Al Mikhwah,المخواة,1,0,0,1,Al Mukhwah,المخواه,Al Bahah,الباحة
2020-05-25 09:00:00,Al Mud͟haylif,المظيلف,0,0,4,-4,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al Muzahimiyyah,المزاحمية,1,0,0,1,Al Muzahimiyah,المزاحميه,Ar Riyad,الرياض
2020-05-25 09:00:00,Al Qara,القرى,0,0,6,-6,Al Qara,القرى,Al Bahah,الباحة
2020-05-25 09:00:00,Al Qatif,القطيف,31,0,31,0,Al Qatif,القطيف,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Al Qunfudhah,القنفذة,1,0,4,-3,Al Qunfudhah,القنفذه,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al Qurayyat,القريات,1,0,0,1,Al Qurayyat,القريات,Al Jawf,الجوف
2020-05-25 09:00:00,Al Quwayʻiyyah,القويعية,0,0,2,-2,Al Quwayiyah,القويعيه,Ar Riyad,الرياض
2020-05-25 09:00:00,Al Sehen,السحن,9,0,0,9,Maysan,ميسان,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,Al ʻIdabi,العيدابي,1,0,0,1,Al Aydabi,العيدابى,Jazan,جازان
2020-05-25 09:00:00,Al ʻUyun,العيون,0,0,1,-1,Al Ahsa,الاحساء,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,An Namas,النماص,3,0,0,3,An Namas,النماص,Aseer,عسير
2020-05-25 09:00:00,An Nuʻayriyyah,النعيرية,0,0,1,-1,Al Nuayriyah,النعيريه,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Ar Rass,الرس,1,0,0,1,Ar Rass,الرس,Al Qaseem,القصيم
2020-05-25 09:00:00,Ar Rayn,الرين,0,0,6,-6,Ar Rayn,الرين,Ar Riyad,الرياض
2020-05-25 09:00:00,As Sulayyil,السليل,3,0,1,2,As Sulayyil,السليل,Ar Riyad,الرياض
2020-05-25 09:00:00,At Taʼif,الطائف,13,1,43,-31,Al Taif,الطائف,Makkah Al Mukarramah,مكة المكرمة
2020-05-25 09:00:00,BURAYDAH,بريدة,97,0,13,84,Buraydah,بريده (مقرالامارة),Al Qaseem,القصيم
2020-05-25 09:00:00,Bathaʼ,بطحاء,0,0,3,-3,Al Udayd,العديد,Eastern Region,المنطقة الشرقية
2020-05-25 09:00:00,Baysh,بيش,10,0,0,10,Baysh,بيش,Jazan,جازان
2020-05-25 09:00:00,Biljurashi,بلجرشي,1,0,0,1,Biljurashi,بلجرشي,Al Bahah,الباحة
2020-05-25 09:00:00,Billasmar,بللسمر,2,0,0,2,Abha,ابها (مقر الإمارة),Aseer,عسير
2020-05-25 09:00:00,Buqayq,بقيق,1,0,25,-24,Buqayq,بقيق,Eastern Region,المنطقة الشرقية
